narration,amount,merchant,merchant_frequency,is_recurring,cadence
RECURRING-MONTHLY-UPI-LIC-8809668739@ybl-843251,6927.47,LIC,27,1,monthly
RECURRING-MONTHLY-CARD-Ola-REF732549,7049.12,Ola,17,1,monthly
RECURRING-QUARTERLY-NACH-Groww-REF417685,38392.17,Groww,31,1,quarterly
UPI-KUVERA-9384930981@ybl-819319,9805.0,Kuvera,27,0,one-time
NEFT-EMPLOYER-REF826620,17288.99,,270,0,one-time
UPI-Hotstar-REF293177,836.69,Hotstar,20,0,one-time
CARD-34963930,1781.53,Shell,38,0,one-time
RECURRING-QUARTERLY-RECURRING-WEEKLY-CARD-Airtel-REF999059,3138.43,Airtel,35,1,quarterly
RECURRING-MONTHLY-NACH-UDEMY-507967,104929.59,Udemy,39,1,monthly
RECURRING-WEEKLY-RECURRING-DAILY-CARD-HDFC Life-REF265099,2094.4,HDFC Life,29,1,weekly
NACH-PROVIDER-884890,23084.84,,270,0,one-time
RECURRING-MONTHLY-IMPS-Starbucks-REF168908,1823.63,Starbucks,33,1,monthly
UPI-LANDLORD-2633310428@okhdfcbank,23600.13,,270,0,one-time
RECURRING-WEEKLY-UPI-Swiggy-REF442211,509.61,Swiggy,33,1,weekly
RECURRING-DAILY-RECURRING-MONTHLY-UPI-PayU-REF538482,39064.56,PayU,20,1,daily
RECURRING-WEEKLY-NEFT-Caltex-REF397108,1236.12,Caltex,20,1,weekly
RECURRING-MONTHLY-RTGS-Caltex-REF212373,1083.54,Caltex,20,1,monthly
NACH-Byju's-REF932878,1757.59,Byju's,20,0,one-time
NEFT-1mg-REF604489,4964.99,1mg,18,0,one-time
NEFT-UBEREATS-REF677931,781.76,UberEats,29,0,one-time
UPI-Myntra-REF148204,2651.94,Myntra,36,0,one-time
IMPS-Zepto-REF524895,518.57,Zepto,34,0,one-time
RECURRING-QUARTERLY-NACH-BookMyShow-REF275854,310.04,BookMyShow,20,1,quarterly
IMPS-IRCTC-REF527413,13251.73,IRCTC,20,0,one-time
IMPS-Udemy-REF417999,1539.24,Udemy,39,0,one-time
CARD-60112861,49565.53,OYO,30,0,one-time
IMPS-OYO-REF231614,13880.1,OYO,30,0,one-time
RECURRING-QUARTERLY-IMPS-Flipkart-REF538790,2340.31,Flipkart,30,1,quarterly
UPI-Jio-REF849850,929.41,Jio,26,0,one-time
UPI-JOHN DOE-0747551820@okhdfcbank,29662.61,,270,0,one-time
NACH-APOLLO-977902,30241.3,Apollo,38,0,one-time
NEFT-BLINKIT-REF394930,659.68,Blinkit,35,0,one-time
CARD-Flipkart-REF982664,3153.57,Flipkart,30,0,one-time
NEFT-EMPLOYER-REF118736,30261.57,,270,0,one-time
RTGS-ZOMATO-REF120530,4796.29,Zomato,28,0,one-time
RTGS-IOC-REF877013,986.47,IOC,19,0,one-time
RECURRING-MONTHLY-RECURRING-MONTHLY-RTGS-Hotstar-REF370060,336.13,Hotstar,20,1,monthly
RECURRING-WEEKLY-NEFT-Bajaj Allianz-REF225826,8475.74,Bajaj Allianz,19,1,weekly
IMPS-KFC-REF490522,570.31,KFC,37,0,one-time
RECURRING-MONTHLY-UPI-SPOTIFY-2772693993@ybl-502678,682.41,Spotify,48,1,monthly
RECURRING-MONTHLY-NACH-Swiggy-REF959416,1162.71,Swiggy,33,1,monthly
RECURRING-WEEKLY-NEFT-Moneycontrol-REF669455,44220.09,Moneycontrol,20,1,weekly
RECURRING-MONTHLY-UPI-JOHN DOE-5750309883@okhdfcbank,87968.5,,300,1,monthly
RECURRING-WEEKLY-NACH-YouTube Premium-REF385737,868.77,YouTube Premium,23,1,weekly
RECURRING-MONTHLY-UPI-JANE SMITH-1044476904@okhdfcbank,109230.97,,270,1,monthly
RECURRING-MONTHLY-NEFT-Upstox-REF229718,49934.07,Upstox,20,1,monthly
CARD-Prime Video-REF868288,351.26,Prime Video,40,0,one-time
RECURRING-MONTHLY-NACH-Paytm-REF724941,717.56,Paytm,20,1,monthly
NACH-INDIGO-726423,1627.41,Indigo,31,0,one-time
RECURRING-MONTHLY-RECURRING-WEEKLY-NEFT-ICICI Lombard-REF930630,10464.49,ICICI Lombard,20,1,monthly
CARD-19887280,6499.5,Amazon,39,0,one-time
UPI-JIO-3009331980@ybl-817276,40097.74,Jio,26,0,one-time
CARD-51736581,39264.61,Prime Video,40,0,one-time
IMPS-Netflix-REF705630,829.2,Netflix,47,0,one-time
RECURRING-MONTHLY-IMPS-Ola-REF458346,2802.06,Ola,19,1,monthly
NACH-PROVIDER-614293,6022.41,,299,0,one-time
UPI-Cure.fit-REF912167,1804.25,Cure.fit,19,0,one-time
RECURRING-MONTHLY-IMPS-Upstox-REF958070,23862.3,Upstox,20,1,monthly
RECURRING-MONTHLY-IMPS-LinkedIn Learning-REF145150,1339.12,LinkedIn Learning,20,1,monthly
UPI-KUVERA-4062806274@ybl-449316,5638.45,Kuvera,27,0,one-time
NEFT-Cure.fit-REF669655,1286.01,Cure.fit,20,0,one-time
RECURRING-MONTHLY-NEFT-BigBasket-REF830164,2509.7,BigBasket,36,1,monthly
RECURRING-MONTHLY-UPI-LIC-9755344761@ybl-637844,4312.35,LIC,26,1,monthly
RECURRING-MONTHLY-NACH-Amazon-REF556231,2284.06,Amazon,39,1,monthly
UPI-Upstox-REF192060,44151.5,Upstox,20,0,one-time
RTGS-AMAZON-REF124999,24623.14,Amazon,39,0,one-time
RTGS-ZEPTO-REF593385,586.29,Zepto,34,0,one-time
NACH-PROVIDER-314051,9389.27,,270,0,one-time
CARD-75489457,2682.36,,270,0,one-time
RECURRING-MONTHLY-RTGS-YouTube Premium-REF344899,211.76,YouTube Premium,20,1,monthly
RECURRING-WEEKLY-NACH-BESCOM-REF259432,2960.05,BESCOM,32,1,weekly
UPI-LANDLORD-2378718345@okhdfcbank,25909.42,,270,0,one-time
CARD-68953184,22290.54,,270,0,one-time
RECURRING-QUARTERLY-CARD-Zepto-REF344146,1097.2,Zepto,34,1,quarterly
RECURRING-MONTHLY-RTGS-Jio-REF649792,4239.11,Jio,26,1,monthly
UPI-Reliance-REF506196,1028.56,Reliance,20,0,one-time
NEFT-Caltex-REF946763,1866.18,Caltex,23,0,one-time
RECURRING-MONTHLY-CARD-CRED-REF658027,6367.25,CRED,37,1,monthly
NEFT-Udemy-REF199107,4820.89,Udemy,39,0,one-time
RTGS-LIC-REF884087,9602.96,LIC,26,0,one-time
NACH-Zerodha-REF851969,42675.39,Zerodha,32,0,one-time
RECURRING-MONTHLY-NEFT-Upstox-REF229718,44146.89,Upstox,20,1,monthly
RECURRING-MONTHLY-NACH-YouTube Premium-REF470750,859.96,YouTube Premium,20,1,monthly
CARD-24376218,34958.34,,312,0,one-time
UPI-ZERODHA-8376703261@ybl-664434,5858.34,Zerodha,32,0,one-time
RTGS-Airtel-REF638649,3314.15,Airtel,35,0,one-time
RECURRING-MONTHLY-NEFT-Uber-REF623970,7817.96,Uber,20,1,monthly
NACH-MakeMyTrip-REF841727,11866.98,MakeMyTrip,31,0,one-time
RECURRING-MONTHLY-RECURRING-WEEKLY-NACH-Jio-REF776073,1976.68,Jio,30,1,monthly
NEFT-EMPLOYER-REF118736,30476.08,,270,0,one-time
UPI-AMEX-8949023151@ybl-483512,7977.91,AmEx,13,0,one-time
UPI-AMEX-4316527077@ybl-836894,16038.35,AmEx,12,0,one-time
IMPS-KFC-REF650918,472.35,KFC,37,0,one-time
UPI-CRED-9789728212@ybl-776106,5161.96,CRED,37,0,one-time
UPI-ZERODHA-4840683305@ybl-887967,2103.74,Zerodha,32,0,one-time
IMPS-Unacademy-REF976592,1900.34,Unacademy,22,0,one-time
UPI-Groww-REF122866,42004.65,Groww,31,0,one-time
IMPS-Cure.fit-REF203945,1984.69,Cure.fit,20,0,one-time
RECURRING-QUARTERLY-RTGS-Skyscanner-REF652237,4614.68,Skyscanner,29,1,quarterly
RECURRING-MONTHLY-UPI-LANDLORD-3216499065@okhdfcbank,80212.96,,302,1,monthly
RTGS-Coursera-REF300454,4276.39,Coursera,31,0,one-time
NACH-SPOTIFY-822760,28673.32,Spotify,48,0,one-time
CARD-HDFC Life-REF508929,4638.09,HDFC Life,29,0,one-time
NEFT-OYO-REF904937,8742.34,OYO,30,0,one-time
RECURRING-MONTHLY-CARD-HDFC Life-REF357410,4763.74,HDFC Life,29,1,monthly
CARD-Google Pay-REF137765,1494.87,Google Pay,20,0,one-time
UPI-CRED-9980269039@ybl-728558,14379.29,CRED,37,0,one-time
RECURRING-WEEKLY-RECURRING-DAILY-IMPS-LIC-REF341104,8191.73,LIC,22,1,weekly
UPI-Fortis-REF668468,7509.3,Fortis,32,0,one-time
RECURRING-MONTHLY-NEFT-Razorpay-REF400314,19860.9,Razorpay,21,1,monthly
RTGS-ZEPTO-REF671580,1224.44,Zepto,34,0,one-time
RTGS-MakeMyTrip-REF708260,14159.05,MakeMyTrip,31,0,one-time
UPI-CRED-9488906079@ybl-563937,14512.58,CRED,37,0,one-time
IMPS-PERSON B-784043,35010.77,,270,0,one-time
RTGS-Caltex-REF636843,1831.09,Caltex,20,0,one-time
NACH-Zerodha-REF851969,42675.39,Zerodha,34,0,one-time
CARD-Amazon-REF407807,2127.6,Amazon,43,0,one-time
RECURRING-MONTHLY-NACH-UberEats-REF605882,973.65,UberEats,29,1,monthly
RECURRING-MONTHLY-IMPS-BigBasket-REF125063,999.95,BigBasket,36,1,monthly
CARD-BESCOM-REF961866,4470.73,BESCOM,27,0,one-time
RECURRING-WEEKLY-RECURRING-MONTHLY-UPI-Bajaj Allianz-REF161183,8136.17,Bajaj Allianz,21,1,weekly
RECURRING-MONTHLY-UPI-SPOTIFY-6138581503@ybl-029967,334.55,Spotify,48,1,monthly
RECURRING-MONTHLY-RECURRING-MONTHLY-CARD-Swiggy-REF963257,832.65,Swiggy,33,1,monthly
RECURRING-MONTHLY-CARD-Apollo-REF920481,7963.96,Apollo,38,1,monthly
IMPS-PERSON A-309376,5950.07,,270,0,one-time
IMPS-1mg-REF843733,4175.91,1mg,16,0,one-time
RTGS-BANK-REF384460,19962.19,,270,0,one-time
RECURRING-WEEKLY-UPI-Uber-REF600131,7319.58,Uber,20,1,weekly
CARD-Amazon-REF407807,2390.41,Amazon,43,0,one-time
RTGS-UBEREATS-REF944701,781.74,UberEats,29,0,one-time
UPI-Coursera-REF843905,3255.88,Coursera,27,0,one-time
UPI-Coursera-REF720357,2166.92,Coursera,31,0,one-time
NEFT-STARBUCKS-REF126485,774.95,Starbucks,34,0,one-time
UPI-KUVERA-9384930981@ybl-819319,9805.0,Kuvera,27,0,one-time
UPI-Amazon-REF992991,1131.86,Amazon,39,0,one-time
RECURRING-QUARTERLY-RTGS-Zomato-REF402418,285.78,Zomato,28,1,quarterly
NEFT-INDIGO-REF058053,907.19,Indigo,32,0,one-time
NACH-Myntra-REF451341,4700.72,Myntra,31,0,one-time
IMPS-Jio-REF317455,1728.2,Jio,26,0,one-time
NACH-CRED-REF244532,5788.49,CRED,37,0,one-time
UPI-Practo-REF976947,7852.9,Practo,20,0,one-time
IMPS-Unacademy-REF976592,2382.75,Unacademy,20,0,one-time
RECURRING-MONTHLY-IMPS-IOC-REF198841,1869.69,IOC,23,1,monthly
CARD-Practo-REF878154,5048.46,Practo,20,0,one-time
RECURRING-WEEKLY-RECURRING-MONTHLY-UPI-ICICI PRU-6008562293@ybl-921777,6221.54,ICICI Pru,35,1,weekly
NEFT-MakeMyTrip-REF831186,4847.47,MakeMyTrip,31,0,one-time
RTGS-Zepto-REF985513,1103.59,Zepto,40,0,one-time
UPI-KFC-REF849800,1483.82,KFC,30,0,one-time
UPI-JOHN DOE-7888265414@okhdfcbank,28177.92,,235,0,one-time
NEFT-PhonePe-REF466671,2087.52,PhonePe,20,0,one-time
NACH-Myntra-REF385402,3694.73,Myntra,29,0,one-time
RECURRING-WEEKLY-UPI-LinkedIn Learning-REF160230,3254.16,LinkedIn Learning,20,1,weekly
IMPS-Zomato-REF656694,786.35,Zomato,32,0,one-time
CARD-45824404,713.0,Swiggy,33,0,one-time
RECURRING-MONTHLY-UPI-SPOTIFY-6138581503@ybl-029967,360.24,Spotify,48,1,monthly
CARD-Caltex-REF742100,1247.03,Caltex,17,0,one-time
RECURRING-MONTHLY-RECURRING-MONTHLY-CARD-Moneycontrol-REF783934,28609.13,Moneycontrol,20,1,monthly
UPI-Zomato-REF253446,1173.91,Zomato,28,0,one-time
RECURRING-MONTHLY-NACH-Groww-REF269490,38602.1,Groww,37,1,monthly
RECURRING-MONTHLY-RTGS-IRCTC-REF115911,2292.68,IRCTC,20,1,monthly
UPI-BIGBASKET-5779445010@ybl-696239,19435.97,BigBasket,36,0,one-time
RECURRING-WEEKLY-IMPS-Medibuddy-REF708680,4105.47,Medibuddy,20,1,weekly
RECURRING-MONTHLY-NEFT-BigBasket-REF665850,2940.7,BigBasket,28,1,monthly
IMPS-Paytm-REF746363,1146.38,Paytm,20,0,one-time
RECURRING-MONTHLY-CARD-Vodafone-REF141415,3184.25,Vodafone,20,1,monthly
CARD-03786397,40085.74,Myntra,36,0,one-time
RTGS-MYNTRA-REF778416,12712.87,Myntra,36,0,one-time
NACH-ZEPTO-546142,985.69,Zepto,34,0,one-time
CARD-Paytm-REF627749,967.34,Paytm,16,0,one-time
RECURRING-WEEKLY-RECURRING-MONTHLY-UPI-ICICI PRU-6008562293@ybl-921777,6221.54,ICICI Pru,35,1,weekly
RTGS-FLIPKART-REF832535,38232.8,Flipkart,30,0,one-time
NEFT-Starbucks-REF932085,1108.17,Starbucks,35,0,one-time
IMPS-Zepto-REF524895,554.88,Zepto,34,0,one-time
RECURRING-QUARTERLY-NEFT-PhonePe-REF155411,2185.09,PhonePe,20,1,quarterly
NACH-Unacademy-REF459087,2560.96,Unacademy,20,0,one-time
IMPS-UberEats-REF472799,1043.71,UberEats,29,0,one-time
UPI-Amazon-REF858392,3519.58,Amazon,39,0,one-time
RTGS-Spotify-REF248547,867.82,Spotify,48,0,one-time
RECURRING-MONTHLY-UPI-ICICI PRU-2309896449@ybl-967341,14828.35,ICICI Pru,35,1,monthly
RECURRING-MONTHLY-NEFT-Byju's-REF296213,793.89,Byju's,20,1,monthly
RECURRING-MONTHLY-UPI-IRCTC-REF475538,5945.32,IRCTC,17,1,monthly
UPI-KFC-REF897926,1372.53,KFC,42,0,one-time
CARD-34743091,42504.74,Airtel,35,0,one-time
RECURRING-MONTHLY-RECURRING-DAILY-NACH-Netflix-REF318028,494.37,Netflix,47,1,monthly
UPI-1mg-REF772431,7218.48,1mg,20,0,one-time
NEFT-Zomato-REF552510,659.07,Zomato,28,0,one-time
RECURRING-QUARTERLY-CARD-Jio-REF182931,824.08,Jio,29,1,quarterly
RECURRING-WEEKLY-NEFT-PayU-REF906876,28223.9,PayU,20,1,weekly
RTGS-ZOMATO-REF769216,424.09,Zomato,28,0,one-time
UPI-JOHN DOE-3900143148@okhdfcbank,34454.23,,261,0,one-time
CARD-45824404,713.0,Swiggy,33,0,one-time
IMPS-Caltex-REF419729,1438.94,Caltex,21,0,one-time
NEFT-Razorpay-REF542111,23406.24,Razorpay,20,0,one-time
RTGS-Udemy-REF884422,1384.42,Udemy,39,0,one-time
UPI-LANDLORD-4392416664@okhdfcbank,1571.17,,270,0,one-time
NACH-Apollo-REF532100,3765.45,Apollo,38,0,one-time
RECURRING-MONTHLY-NEFT-PhonePe-REF325479,4743.17,PhonePe,20,1,monthly
IMPS-PERSON A-326185,10361.04,Airtel,35,0,one-time
NACH-BLINKIT-675693,1198.91,Blinkit,35,0,one-time
UPI-BSNL-REF643078,705.74,BSNL,20,0,one-time
NEFT-Hotstar-REF146579,200.97,Hotstar,20,0,one-time
UPI-JANE SMITH-1729180768@okhdfcbank,31008.21,,315,0,one-time
IMPS-Medibuddy-REF833872,7581.92,Medibuddy,20,0,one-time
NEFT-Kuvera-REF949556,27290.23,Kuvera,27,0,one-time
NEFT-CRED-REF459253,9969.65,CRED,33,0,one-time
RECURRING-MONTHLY-CARD-Starbucks-REF177892,862.94,Starbucks,27,1,monthly
NACH-STARBUCKS-061024,10114.92,Starbucks,33,0,one-time
IMPS-Shell-REF656694,678.77,Shell,38,0,one-time
RECURRING-MONTHLY-NACH-Caltex-REF413214,1760.56,Caltex,22,1,monthly
RECURRING-DAILY-RECURRING-MONTHLY-UPI-PayU-REF538482,39064.56,PayU,20,1,daily
RECURRING-MONTHLY-CARD-BSNL-REF977169,1666.46,BSNL,20,1,monthly
IMPS-Amazon-REF934548,1498.21,Amazon,39,0,one-time
RECURRING-MONTHLY-RECURRING-MONTHLY-IMPS-Razorpay-REF203481,5192.26,Razorpay,20,1,monthly
RTGS-Jio-REF518621,2405.46,Jio,26,0,one-time
RTGS-Medibuddy-REF993275,7662.07,Medibuddy,18,0,one-time
RECURRING-MONTHLY-NACH-UDEMY-133950,98364.69,Udemy,39,1,monthly
RECURRING-WEEKLY-UPI-Jio-REF166374,4036.46,Jio,24,1,weekly
RTGS-ZEPTO-REF281092,766.31,Zepto,34,0,one-time
UPI-BESCOM-REF964266,3046.17,BESCOM,23,0,one-time
CARD-66453601,37379.26,Coursera,26,0,one-time
NACH-SKYSCANNER-803084,47901.26,Skyscanner,29,0,one-time
RECURRING-MONTHLY-UPI-SPOTIFY-6887844840@ybl-608577,650.19,Spotify,48,1,monthly
UPI-BESCOM-REF808268,2668.74,BESCOM,29,0,one-time
CARD-66327002,48336.91,,270,0,one-time
IMPS-PhonePe-REF902285,2500.91,PhonePe,20,0,one-time
RECURRING-WEEKLY-RECURRING-MONTHLY-CARD-Netflix-REF235519,299.12,Netflix,47,1,weekly
NEFT-MakeMyTrip-REF660225,6789.07,MakeMyTrip,31,0,one-time
RTGS-TATA Power-REF570089,1945.62,TATA Power,20,0,one-time
RECURRING-MONTHLY-IMPS-ICICI Pru-REF878773,8178.25,ICICI Pru,35,1,monthly
RECURRING-MONTHLY-NEFT-Byju's-REF779619,3295.62,Byju's,16,1,monthly
RECURRING-QUARTERLY-NACH-LinkedIn Learning-REF104487,3704.92,LinkedIn Learning,22,1,quarterly
RECURRING-QUARTERLY-RTGS-BSNL-REF954811,4271.52,BSNL,20,1,quarterly
RECURRING-MONTHLY-UPI-CRED-REF218793,13475.79,CRED,37,1,monthly
CARD-58841936,4349.62,Udemy,39,0,one-time
RECURRING-MONTHLY-RTGS-Cure.fit-REF185837,1444.72,Cure.fit,20,1,monthly
UPI-AMEX-8006997406@ybl-846907,16085.29,AmEx,13,0,one-time
UPI-UberEats-REF103545,343.29,UberEats,29,0,one-time
IMPS-PERSON B-362714,440.91,Swiggy,33,0,one-time
RECURRING-WEEKLY-UPI-Zerodha-REF145959,29396.07,Zerodha,32,1,weekly
IMPS-PERSON B-472217,266.67,KFC,37,0,one-time
NEFT-HP-REF124981,1521.36,HP,20,0,one-time
RECURRING-MONTHLY-NACH-UDEMY-133950,98364.69,Udemy,34,1,monthly
UPI-HDFC Life-REF177120,6864.14,HDFC Life,29,0,one-time
RECURRING-WEEKLY-NEFT-Starbucks-REF610589,1856.22,Starbucks,33,1,weekly
IMPS-PERSON A-326185,10550.7,Airtel,35,0,one-time
NACH-PROVIDER-395764,104.27,,304,0,one-time
IMPS-BSNL-REF531082,3807.7,BSNL,20,0,one-time
RTGS-UDEMY-REF352745,9091.26,Udemy,37,0,one-time
RECURRING-MONTHLY-CARD-Blinkit-REF975592,2167.89,Blinkit,35,1,monthly
UPI-Amazon-REF992991,963.18,Amazon,39,0,one-time
UPI-BIGBASKET-3812293144@ybl-734459,30917.7,BigBasket,36,0,one-time
CARD-34743091,52279.08,Airtel,35,0,one-time
UPI-YouTube Premium-REF450422,504.52,YouTube Premium,20,0,one-time
RTGS-MYNTRA-REF427034,24121.83,Myntra,36,0,one-time
NEFT-Cure.fit-REF120524,1639.54,Cure.fit,20,0,one-time
IMPS-PERSON B-330058,13612.26,,295,0,one-time
UPI-JANE SMITH-7883425250@okhdfcbank,10195.85,,270,0,one-time
RECURRING-MONTHLY-IMPS-BigBasket-REF155857,539.78,BigBasket,36,1,monthly
RECURRING-MONTHLY-NEFT-Medibuddy-REF523931,5136.18,Medibuddy,20,1,monthly
CARD-Zerodha-REF330416,22305.3,Zerodha,32,0,one-time
UPI-JIO-6679560408@ybl-396324,27892.5,Jio,26,0,one-time
UPI-AMEX-5333315159@ybl-378821,13713.53,AmEx,13,0,one-time
RECURRING-MONTHLY-RTGS-HP-REF158428,1980.92,HP,20,1,monthly
NEFT-Reliance-REF561235,1303.2,Reliance,21,0,one-time
RECURRING-MONTHLY-CARD-HDFC Life-REF357410,4763.74,HDFC Life,29,1,monthly
RECURRING-MONTHLY-UPI-LANDLORD-5227746976@okhdfcbank,20212.94,,270,1,monthly
IMPS-Caltex-REF419729,1357.22,Caltex,23,0,one-time
NEFT-Bajaj Allianz-REF563433,3550.9,Bajaj Allianz,20,0,one-time
RECURRING-QUARTERLY-UPI-Prime Video-REF359268,531.78,Prime Video,40,1,quarterly
RTGS-KFC-REF567075,1866.53,KFC,37,0,one-time
RECURRING-MONTHLY-RTGS-Hotstar-REF370060,348.15,Hotstar,20,1,monthly
RECURRING-MONTHLY-NACH-Swiggy-REF959416,1162.71,Swiggy,33,1,monthly
RECURRING-MONTHLY-NEFT-PhonePe-REF151969,2951.09,PhonePe,20,1,monthly
UPI-JOHN DOE-3931994271@okhdfcbank,44017.36,,270,0,one-time
RECURRING-MONTHLY-CARD-LIC-REF404164,3908.83,LIC,26,1,monthly
UPI-JOHN DOE-2007565470@okhdfcbank,29409.44,,270,0,one-time
RECURRING-MONTHLY-RECURRING-MONTHLY-UPI-NETFLIX-4746618860@ybl-954417,993.96,Netflix,53,1,monthly
RECURRING-MONTHLY-RTGS-Airtel-REF803428,2642.8,Airtel,35,1,monthly
RTGS-Blinkit-REF324461,706.55,Blinkit,35,0,one-time
RECURRING-QUARTERLY-IMPS-Flipkart-REF538790,2484.46,Flipkart,26,1,quarterly
RECURRING-MONTHLY-NACH-Jio-REF962645,1418.57,Jio,26,1,monthly
NACH-PROVIDER-714645,37293.43,,270,0,one-time
NEFT-Skyscanner-REF534287,2109.4,Skyscanner,29,0,one-time
RECURRING-WEEKLY-NACH-BSNL-REF132851,4477.5,BSNL,20,1,weekly
NEFT-EMPLOYER-REF332820,28375.89,,270,0,one-time
UPI-GROWW-1336869411@ybl-790278,7616.68,Groww,31,0,one-time
RECURRING-MONTHLY-UPI-Prime Video-REF843235,323.67,Prime Video,34,1,monthly
NACH-Blinkit-REF371314,2060.37,Blinkit,40,0,one-time
RECURRING-QUARTERLY-NEFT-Moneycontrol-REF994136,36864.69,Moneycontrol,20,1,quarterly
CARD-Prime Video-REF951985,301.44,Prime Video,40,0,one-time
RTGS-Caltex-REF453495,1433.03,Caltex,20,0,one-time
RTGS-Paytm-REF438012,2503.45,Paytm,20,0,one-time
NEFT-SPOTIFY-REF224811,51434.72,Spotify,48,0,one-time
RECURRING-MONTHLY-IMPS-YouTube Premium-REF925209,255.83,YouTube Premium,17,1,monthly
RECURRING-MONTHLY-RTGS-Blinkit-REF113596,2486.01,Blinkit,35,1,monthly
UPI-Medibuddy-REF268842,3685.49,Medibuddy,20,0,one-time
IMPS-PERSON A-278928,30918.9,,270,0,one-time
RECURRING-MONTHLY-IMPS-HP-REF522369,1552.89,HP,20,1,monthly
NEFT-Cure.fit-REF120524,1478.58,Cure.fit,20,0,one-time
UPI-Ola-REF416308,5070.35,Ola,17,0,one-time
NACH-Myntra-REF414855,3765.77,Myntra,36,0,one-time
IMPS-PhonePe-REF132401,4555.75,PhonePe,20,0,one-time
UPI-Skyscanner-REF603906,12109.72,Skyscanner,29,0,one-time
RECURRING-MONTHLY-UPI-Reliance-REF879791,953.16,Reliance,21,1,monthly
RTGS-Swiggy-REF521387,479.22,Swiggy,32,0,one-time
RECURRING-MONTHLY-NEFT-EMPLOYER-REF134964,713.3,,270,1,monthly
IMPS-Coursera-REF129767,2478.33,Coursera,31,0,one-time
NACH-Myntra-REF414855,3765.77,Myntra,36,0,one-time
UPI-JOHN DOE-1173472626@okhdfcbank,4425.73,,270,0,one-time
RECURRING-MONTHLY-CARD-Starbucks-REF177892,841.61,Starbucks,33,1,monthly
IMPS-Zomato-REF453885,586.65,Zomato,28,0,one-time
UPI-CRED-6660279311@ybl-607905,24844.7,CRED,36,0,one-time
RECURRING-MONTHLY-NACH-HDFC Life-REF880574,9819.74,HDFC Life,29,1,monthly
RECURRING-QUARTERLY-NACH-Zepto-REF814566,2574.5,Zepto,34,1,quarterly
IMPS-Shell-REF656694,678.77,Shell,38,0,one-time
RECURRING-MONTHLY-CARD-BSNL-REF964975,683.62,BSNL,20,1,monthly
RECURRING-MONTHLY-NACH-HDFC Life-REF880574,9819.74,HDFC Life,29,1,monthly
NACH-MAKEMYTRIP-672539,39967.17,MakeMyTrip,31,0,one-time
IMPS-LIC-REF717867,2649.14,LIC,26,0,one-time
NEFT-Swiggy-REF253572,224.44,Swiggy,33,0,one-time
RECURRING-WEEKLY-UPI-MakeMyTrip-REF351835,3220.71,MakeMyTrip,31,1,weekly
RECURRING-MONTHLY-UPI-JANE SMITH-2948470920@okhdfcbank,18437.51,,270,1,monthly
UPI-BESCOM-1406522051@ybl-611308,45873.37,BESCOM,29,0,one-time
RECURRING-DAILY-RECURRING-DAILY-IMPS-Starbucks-REF959549,690.93,Starbucks,33,1,daily
NACH-FLIPKART-291706,11045.57,Flipkart,35,0,one-time
RECURRING-WEEKLY-RECURRING-MONTHLY-CARD-Apollo-REF281595,4413.08,Apollo,39,1,weekly
NACH-LIC-REF461303,9217.23,LIC,26,0,one-time
UPI-FORTIS-3914739283@ybl-861532,7474.02,Fortis,32,0,one-time
RECURRING-MONTHLY-UPI-Airtel-REF128321,2638.9,Airtel,35,1,monthly
RECURRING-MONTHLY-RECURRING-MONTHLY-CARD-Kuvera-REF456693,6984.68,Kuvera,27,1,monthly
RECURRING-MONTHLY-IMPS-HDFC Life-REF669233,7999.83,HDFC Life,29,1,monthly
RECURRING-WEEKLY-RTGS-Airtel-REF842292,1177.09,Airtel,35,1,weekly
RECURRING-QUARTERLY-IMPS-Airtel-REF476161,3126.73,Airtel,36,1,quarterly
RTGS-Netflix-REF778278,545.0,Netflix,38,0,one-time
RECURRING-MONTHLY-RECURRING-WEEKLY-IMPS-Starbucks-REF865562,1259.77,Starbucks,35,1,monthly
RECURRING-MONTHLY-UPI-HDFC LIFE-7801813428@ybl-565653,5145.88,HDFC Life,29,1,monthly
IMPS-Medibuddy-REF833872,8459.91,Medibuddy,22,0,one-time
RECURRING-WEEKLY-NACH-BSNL-REF132851,4477.5,BSNL,20,1,weekly
RECURRING-MONTHLY-IMPS-Practo-REF429673,4428.0,Practo,20,1,monthly
RECURRING-WEEKLY-RTGS-Starbucks-REF319192,1502.77,Starbucks,33,1,weekly
RECURRING-MONTHLY-CARD-Flipkart-REF498239,3477.74,Flipkart,30,1,monthly
NEFT-TATA Power-REF757915,2037.66,TATA Power,20,0,one-time
RECURRING-DAILY-CARD-Udemy-REF839301,4619.03,Udemy,39,1,daily
RECURRING-MONTHLY-NEFT-Moneycontrol-REF608145,32297.44,Moneycontrol,20,1,monthly
CARD-UberEats-REF911373,1343.33,UberEats,27,0,one-time
UPI-Skyscanner-REF160853,1872.79,Skyscanner,29,0,one-time
RECURRING-DAILY-CARD-Skyscanner-REF360175,3431.74,Skyscanner,29,1,daily
RECURRING-MONTHLY-RTGS-HP-REF158428,2201.0,HP,20,1,monthly
NACH-BIGBASKET-067117,1126.61,BigBasket,36,0,one-time
UPI-AMAZON-9407591609@ybl-327415,5240.16,Amazon,39,0,one-time
RECURRING-MONTHLY-UPI-ICICI PRU-1295413384@ybl-662896,13369.02,ICICI Pru,35,1,monthly
