narration,amount,direction,channel,merchant,is_income
NEFT-Reliance-REF722278,1240.16,debit,neft,Reliance,0
UPI-LANDLORD-2356290447@okhdfcbank,7501.36,debit,upi,,0
NACH-HDFC Life-REF904403,9028.48,debit,nach,HDFC Life,0
IMPS-PhonePe-REF367189,2158.08,debit,imps,PhonePe,0
NACH-Cure.fit-REF353832,2288.91,debit,nach,Cure.fit,0
RTGS-TATA Power-REF686699,1334.01,debit,rtgs,TATA Power,0
UPI-GROWW-1668160910@ybl-316479,1554.12,debit,upi,Groww,0
CARD-Hotstar-REF208418,394.01,debit,card,Hotstar,0
NACH-BESCOM-REF931387,3636.28,debit,nach,BESCOM,0
NEFT-Zomato-REF999519,1452.15,debit,neft,Zomato,0
NEFT-BookMyShow-REF330695,782.09,debit,neft,BookMyShow,0
CARD-Amazon-REF778966,4321.0,debit,neft,Amazon,0
CARD-Blinkit-REF975592,2459.26,debit,card,Blinkit,0
UPI-LANDLORD-2577795939@okhdfcbank,5096.7,debit,upi,,0
CARD-Skyscanner-REF339921,5670.29,debit,card,Skyscanner,0
UPI-JOHN DOE-2426353953@okhdfcbank,29823.32,debit,upi,,0
IMPS-YouTube Premium-REF674165,974.67,debit,imps,YouTube Premium,0
UPI-LIC-0680914949@ybl-983880,13729.86,debit,upi,LIC,0
NEFT-PhonePe-REF732238,3261.55,debit,neft,PhonePe,0
IMPS-PERSON A-401633,544.59,debit,imps,Shell,0
RTGS-KFC-REF832593,638.64,debit,rtgs,KFC,0
CARD-Uber-REF207135,12004.13,debit,card,Uber,0
NEFT-ICICI Pru-REF395516,5206.05,debit,neft,ICICI Pru,0
NEFT-UberEats-REF879887,548.55,debit,neft,UberEats,0
UPI-JOHN DOE-4266101208@okhdfcbank,2800.93,debit,upi,,0
NEFT-BIGBASKET-REF227697,484.81,debit,neft,BigBasket,0
NEFT-ICICI Pru-REF921546,8095.09,debit,card,ICICI Pru,0
CARD-34751147,30988.62,debit,neft,,0
UPI-JOHN DOE-4648575175@ybl,29419.15,debit,upi,,0
UPI-NETFLIX-6028817678@ybl-868572,596.5,debit,upi,Netflix,0
UPI-SPOTIFY-7736765018@ybl-014127,238.39,debit,upi,Spotify,0
IMPS-PERSON B-412690,43556.5,debit,imps,,0
RTGS-Airtel-REF842292,1232.97,debit,rtgs,Airtel,0
NACH-PROVIDER-771736,48940.24,debit,nach,,0
UPI-NETFLIX-8415797697@ybl-143007,177.49,debit,upi,Netflix,0
RTGS-TATA Power-REF967929,3133.07,debit,upi,TATA Power,0
NEFT-Byju's-REF779619,3295.62,debit,neft,Byju's,0
UPI-OYO-5263425658@ybl-651468,34338.66,debit,upi,OYO,0
NACH-Amazon-REF792741,1945.52,debit,nach,Amazon,0
NACH-Upstox-REF385175,6833.94,debit,nach,Upstox,0
IMPS-Indigo-REF619825,1442.92,debit,upi,Indigo,0
PAYMENT-RECEIVED-RTGS-BANK-REF384460,19962.19,credit,rtgs,,1
CASHBACK-UPI-BIGBASKET-8349524961@ybl-566556,1854.23,credit,upi,BigBasket,1
UPI-LIC-8809668739@ybl-843251,5922.06,debit,upi,LIC,0
RTGS-ZOMATO-REF120530,4796.29,debit,rtgs,Zomato,0
UPI-Coursera-REF561570,3429.73,debit,upi,Coursera,0
REIMBURSEMENT-UPI-JOHN DOE-3542596187@okhdfcbank,91108.0,credit,upi,,1
NEFT-Zomato-REF999519,1452.15,debit,imps,Zomato,0
NACH-LinkedIn Learning-REF104487,3152.45,debit,nach,LinkedIn Learning,0
IMPS-Netflix-REF999435,819.32,debit,imps,Netflix,0
RTGS-MakeMyTrip-REF951621,13896.14,debit,rtgs,MakeMyTrip,0
RTGS-Airtel-REF164185,3837.98,debit,rtgs,Airtel,0
NEFT-ICICI Lombard-REF782143,8847.96,debit,neft,ICICI Lombard,0
IMPS-PERSON B-481769,32830.37,debit,imps,KFC,0
UPI-CRED-REF625789,26743.45,debit,upi,CRED,0
IMPS-PERSON B-481769,32830.37,debit,imps,KFC,0
CARD-50199579,15051.9,debit,card,Apollo,0
UPI-JANE SMITH-5090762025@okhdfcbank,36418.2,debit,upi,,0
NACH-Fortis-REF810029,6894.82,debit,nach,Fortis,0
IMPS-LinkedIn Learning-REF145150,1339.12,debit,imps,LinkedIn Learning,0
UPI-SPOTIFY-0264248484@ybl-146145,397.81,debit,upi,Spotify,0
UPI-Udemy-REF672106,2508.92,debit,upi,Udemy,0
UPI-MakeMyTrip-REF351835,3220.71,debit,upi,MakeMyTrip,0
RTGS-COURSERA-REF813000,42167.23,debit,rtgs,Coursera,0
IMPS-PERSON B-308494,25839.68,debit,imps,Fortis,0
RTGS-Flipkart-REF166501,2351.88,debit,rtgs,Flipkart,0
TRANSFER-IN-UPI-LANDLORD-1784619898@okhdfcbank,103927.72,credit,upi,,1
UPI-CRED-3775001662@ybl-644271,14072.92,debit,upi,CRED,0
CARD-Jio-REF182931,760.72,debit,card,Jio,0
UPI-HDFC LIFE-1749560089@ybl-674827,5253.64,debit,upi,HDFC Life,0
CARD-56746554,586.8,debit,card,KFC,0
CARD-ICICI Lombard-REF892242,3352.02,debit,card,ICICI Lombard,0
UPI-Coursera-REF720357,2469.18,debit,upi,Coursera,0
IMPS-Zomato-REF453885,530.75,debit,imps,Zomato,0
UPI-NETFLIX-3514297546@ybl-669720,49624.38,debit,card,Netflix,0
NACH-Zepto-REF121109,2240.32,debit,nach,Zepto,0
NEFT-OYO-REF333955,26797.93,debit,neft,OYO,0
IMPS-Myntra-REF946185,3546.54,debit,imps,Myntra,0
IMPS-Byju's-REF608576,1945.64,debit,imps,Byju's,0
IMPS-Zerodha-REF718563,5944.1,debit,imps,Zerodha,0
UPI-SPOTIFY-3801277826@ybl-289869,788.75,debit,upi,Spotify,0
UPI-LANDLORD-3208124594@okhdfcbank,25073.82,debit,upi,,0
UPI-SPOTIFY-4443310707@ybl-083526,839.46,debit,upi,Spotify,0
IMPS-Vodafone-REF909822,2444.47,debit,imps,Vodafone,0
RTGS-Paytm-REF951510,2586.98,debit,rtgs,Paytm,0
NACH-Zerodha-REF332123,11079.91,debit,nach,Zerodha,0
IMPS-Netflix-REF705630,842.46,debit,imps,Netflix,0
RECEIVED-UPI-AMAZON-9407591609@ybl-327415,5779.49,credit,upi,Amazon,1
RTGS-STARBUCKS-REF810194,3471.74,debit,rtgs,Starbucks,0
UPI-KUVERA-4646294862@ybl-004426,2897.28,debit,upi,Kuvera,0
UPI-PRIME VIDEO-3138787232@ybl-963033,18845.72,debit,upi,Prime Video,0
NACH-KFC-REF565823,1102.18,debit,nach,KFC,0
CARD-Flipkart-REF982664,2700.51,debit,card,Flipkart,0
NACH-SKYSCANNER-803084,43961.96,debit,nach,Skyscanner,0
UPI-HDFC LIFE-1245257862@ybl-565653,6274.29,debit,upi,HDFC Life,0
REFUND-UPI-NETFLIX-7871691903@ybl-663952,17229.24,credit,upi,Netflix,1
IMPS-BigBasket-REF411790,1176.02,debit,imps,BigBasket,0
NEFT-INDIGO-REF807498,962.13,debit,neft,Indigo,0
NACH-Indigo-REF944795,1332.39,debit,neft,Indigo,0
NACH-Spotify-REF155747,315.28,debit,nach,Spotify,0
UPI-Fortis-REF227245,5696.41,debit,upi,Fortis,0
CASHBACK-UPI-JOHN DOE-8008495500@okhdfcbank,118038.95,credit,upi,,1
IMPS-Netflix-REF665523,575.26,debit,neft,Netflix,0
NACH-PayU-REF887456,16753.94,debit,nach,PayU,0
NEFT-Airtel-REF214739,3797.28,debit,neft,Airtel,0
IMPS-Practo-REF313565,2141.35,debit,imps,Practo,0
CARD-HDFC Life-REF787397,3284.71,debit,card,HDFC Life,0
CARD-Skyscanner-REF339921,6185.64,debit,card,Skyscanner,0
CASHBACK-IMPS-PERSON B-446082,29484.23,credit,imps,,1
NEFT-EMPLOYER-REF134964,803.68,debit,neft,,0
IMPS-Vodafone-REF583165,2967.79,debit,imps,Vodafone,0
NEFT-EMPLOYER-REF856819,35052.73,debit,neft,,0
UPI-SPOTIFY-1492387671@ybl-609145,183.66,debit,upi,Spotify,0
UPI-KFC-6563349490@ybl-701975,251.09,debit,upi,KFC,0
IMPS-PERSON B-412690,49671.49,debit,imps,,0
INCOME-NEFT-EMPLOYER-REF569647,13057.04,credit,neft,,1
UPI-KFC-6490711037@ybl-415814,556.9,debit,upi,KFC,0
IMPS-Moneycontrol-REF936328,9886.15,debit,neft,Moneycontrol,0
CARD-BESCOM-REF893160,4832.95,debit,card,BESCOM,0
NEFT-Starbucks-REF610589,1856.22,debit,neft,Starbucks,0
NACH-Amazon-REF171469,3556.53,debit,nach,Amazon,0
IMPS-PERSON A-100086,46448.15,debit,imps,Spotify,0
CARD-Netflix-REF235519,332.69,debit,card,Netflix,0
IMPS-PERSON B-481769,32830.37,debit,imps,KFC,0
UPI-JOHN DOE-2007565470@ybl,29409.44,debit,card,,0
NEFT-Apollo-REF580099,1328.95,debit,neft,Apollo,0
UPI-JANE SMITH-8264559500@ybl,17217.38,debit,upi,,0
NEFT-BigBasket-REF200710,2181.02,debit,neft,BigBasket,0
IMPS-PERSON A-903303,32439.33,debit,imps,Skyscanner,0
RTGS-PayU-REF183724,40056.03,debit,card,PayU,0
IMPS-Kuvera-REF577547,14473.75,debit,imps,Kuvera,0
NEFT-PhonePe-REF949506,3318.37,debit,neft,PhonePe,0
NEFT-Reliance-REF598171,1670.69,debit,neft,Reliance,0
NEFT-Jio-REF654369,3958.05,debit,neft,Jio,0
IMPS-Hotstar-REF690123,671.36,debit,imps,Hotstar,0
RECEIVED-UPI-JANE SMITH-5024564424@okhdfcbank,97422.48,credit,upi,,1
CARD-Vodafone-REF988200,3451.15,debit,imps,Vodafone,0
UPI-ZERODHA-8376703261@ybl-664434,5212.19,debit,upi,Zerodha,0
RTGS-OYO-REF265933,32351.95,debit,rtgs,OYO,0
IMPS-CRED-REF708071,16579.44,debit,imps,CRED,0
UPI-ZERODHA-2435491803@ybl-744451,9866.19,debit,upi,Zerodha,0
NACH-ICICI Pru-REF827729,2877.45,debit,nach,ICICI Pru,0
PAYMENT-RECEIVED-UPI-JANE SMITH-1921473653@okhdfcbank,75767.09,credit,upi,,1
UPI-Practo-REF976947,9974.15,debit,card,Practo,0
INTEREST-NEFT-EMPLOYER-REF118736,30261.57,credit,neft,,1
NEFT-ICICI Pru-REF636686,5444.49,debit,neft,ICICI Pru,0
RTGS-SPOTIFY-REF781682,43540.02,debit,rtgs,Spotify,0
IMPS-PERSON B-611068,2828.12,debit,imps,,0
UPI-SPOTIFY-3801277826@ybl-289869,886.58,debit,upi,Spotify,0
RTGS-Razorpay-REF833419,39418.8,debit,rtgs,Razorpay,0
RTGS-ICICI Lombard-REF795923,6126.54,debit,neft,ICICI Lombard,0
IMPS-Razorpay-REF129907,29185.01,debit,imps,Razorpay,0
UPI-LANDLORD-5028486959@okhdfcbank,30102.75,debit,neft,,0
NEFT-Jio-REF654369,3958.05,debit,neft,Jio,0
NACH-Razorpay-REF370865,10761.11,debit,nach,Razorpay,0
REFUND-IMPS-PERSON B-131588,46250.43,credit,imps,,1
CARD-ICICI Lombard-REF892242,3130.72,debit,card,ICICI Lombard,0
RTGS-BANK-REF794929,37633.64,debit,rtgs,,0
CASHBACK-UPI-JANE SMITH-0957763063@okhdfcbank,72219.33,credit,upi,,1
UPI-OYO-REF752765,13651.39,debit,upi,OYO,0
IMPS-Blinkit-REF681017,2922.31,debit,imps,Blinkit,0
REIMBURSEMENT-UPI-ZEPTO-0846433592@ybl-018915,4566.51,credit,upi,Zepto,1
CARD-KFC-REF949783,1002.78,debit,card,KFC,0
NACH-SPOTIFY-443733,36294.73,debit,nach,Spotify,0
NEFT-OYO-REF333955,28445.79,debit,neft,OYO,0
RTGS-ZOMATO-REF120530,5089.59,debit,rtgs,Zomato,0
PAYMENT-RECEIVED-IMPS-PERSON A-523467,19389.9,credit,imps,Spotify,1
CARD-40469514,10230.73,debit,card,,0
NEFT-KFC-REF327321,1617.49,debit,neft,KFC,0
UPI-AMEX-5159078549@ybl-044649,13965.5,debit,upi,AmEx,0
NEFT-LinkedIn Learning-REF385120,552.94,debit,neft,LinkedIn Learning,0
UPI-Amazon-REF615149,4653.61,debit,upi,Amazon,0
CARD-YouTube Premium-REF419677,980.09,debit,card,YouTube Premium,0
TRANSFER-IN-IMPS-PERSON A-595224,24444.27,credit,imps,Myntra,1
UPI-JANE SMITH-7732027511@okhdfcbank,46309.49,debit,upi,,0
NACH-MAKEMYTRIP-013667,32397.05,debit,nach,MakeMyTrip,0
NEFT-Cure.fit-REF120524,1639.54,debit,neft,Cure.fit,0
CARD-01932254,8964.04,debit,card,Fortis,0
IMPS-Shell-REF305506,778.23,debit,imps,Shell,0
TRANSFER-IN-NEFT-EMPLOYER-REF826620,17547.54,credit,neft,,1
NACH-Groww-REF783410,35670.74,debit,nach,Groww,0
IMPS-CRED-REF637989,33029.81,debit,imps,CRED,0
UPI-PRIME VIDEO-9794343898@ybl-963033,18845.72,debit,upi,Prime Video,0
CASHBACK-IMPS-PERSON A-579865,26410.39,credit,imps,,1
NEFT-Caltex-REF397108,1236.12,debit,neft,Caltex,0
TRANSFER-IN-UPI-JOHN DOE-4980262472@ybl,91973.08,credit,upi,,1
IMPS-UberEats-REF472799,1145.08,debit,imps,UberEats,0
IMPS-OYO-REF831600,4098.7,debit,card,OYO,0
CARD-Zomato-REF708290,627.37,debit,card,Zomato,0
NACH-YouTube Premium-REF385737,772.6,debit,nach,YouTube Premium,0
IMPS-HP-REF478502,916.19,debit,imps,HP,0
IMPS-1mg-REF868825,5596.41,debit,imps,1mg,0
NACH-Kuvera-REF640860,27532.2,debit,nach,Kuvera,0
CARD-34743091,47187.78,debit,card,Airtel,0
RTGS-Zomato-REF557354,1438.68,debit,rtgs,Zomato,0
IMPS-Practo-REF238331,5814.59,debit,imps,Practo,0
RTGS-Jio-REF236535,3610.22,debit,rtgs,Jio,0
NEFT-EMPLOYER-REF749209,7852.89,debit,neft,,0
NACH-Apollo-REF461720,4968.33,debit,nach,Apollo,0
NEFT-UberEats-REF180012,1148.73,debit,neft,UberEats,0
NEFT-ICICI Pru-REF338069,3907.03,debit,neft,ICICI Pru,0
UPI-ZERODHA-3424259616@ybl-526560,9597.82,debit,upi,Zerodha,0
CARD-Bajaj Allianz-REF515373,2778.41,debit,card,Bajaj Allianz,0
NACH-BESCOM-948787,42260.49,debit,nach,BESCOM,0
IMPS-1mg-REF693251,6416.11,debit,imps,1mg,0
NEFT-Medibuddy-REF523931,5136.18,debit,neft,Medibuddy,0
IMPS-IOC-REF356177,820.77,debit,imps,IOC,0
UPI-AMEX-5786869262@ybl-423939,14858.56,debit,upi,AmEx,0
IMPS-UberEats-REF472799,1043.71,debit,imps,UberEats,0
TRANSFER-IN-UPI-JOHN DOE-2768040250@okhdfcbank,98097.16,credit,upi,,1
RTGS-Bajaj Allianz-REF928483,5815.89,debit,rtgs,Bajaj Allianz,0
IMPS-BookMyShow-REF228986,919.27,debit,imps,BookMyShow,0
UPI-KFC-REF897926,1191.59,debit,card,KFC,0
RTGS-IOC-REF877013,1018.88,debit,rtgs,IOC,0
UPI-AMEX-4316527077@ybl-836894,16038.35,debit,upi,AmEx,0
CARD-BSNL-REF977169,1883.11,debit,card,BSNL,0
RTGS-Groww-REF989679,6545.79,debit,card,Groww,0
UPI-LANDLORD-4941847827@okhdfcbank,30375.16,debit,upi,,0
UPI-Myntra-REF416450,4256.96,debit,upi,Myntra,0
RTGS-Amazon-REF464809,3091.98,debit,rtgs,Amazon,0
UPI-NETFLIX-7432403029@ybl-344093,228.59,debit,upi,Netflix,0
UPI-UberEats-REF740638,1174.53,debit,upi,UberEats,0
INTEREST-UPI-JANE SMITH-7467217304@ybl,78968.03,credit,card,,1
TRANSFER-IN-UPI-LANDLORD-6412070304@okhdfcbank,117865.88,credit,upi,,1
UPI-AMEX-4316527077@ybl-836894,18287.17,debit,upi,AmEx,0
UPI-CRED-8027729201@ybl-264684,12496.82,debit,upi,CRED,0
TRANSFER-IN-NEFT-EMPLOYER-REF453636,37709.24,credit,neft,,1
UPI-GROWW-9135342202@ybl-362813,3873.85,debit,upi,Groww,0
CARD-22833859,32521.89,debit,card,Apollo,0
INTEREST-IMPS-PERSON A-557756,23012.98,credit,imps,Amazon,1
RTGS-NETFLIX-REF099115,3592.25,debit,rtgs,Netflix,0
UPI-Myntra-REF629697,3284.23,debit,upi,Myntra,0
CARD-19018734,417.18,debit,card,BigBasket,0
IMPS-YouTube Premium-REF919583,793.82,debit,imps,YouTube Premium,0
RTGS-APOLLO-REF300121,9293.8,debit,rtgs,Apollo,0
IMPS-Shell-REF619811,589.84,debit,imps,Shell,0
RTGS-Flipkart-REF166501,2386.05,debit,rtgs,Flipkart,0
NACH-Byju's-REF897166,4943.16,debit,nach,Byju's,0
RTGS-YouTube Premium-REF778161,408.12,debit,card,YouTube Premium,0
CARD-40469514,10230.73,debit,card,,0
UPI-JANE SMITH-8690795519@okhdfcbank,11903.9,debit,upi,,0
RTGS-BigBasket-REF110594,1622.68,debit,rtgs,BigBasket,0
NEFT-BESCOM-REF811948,4385.07,debit,neft,BESCOM,0
REFUND-IMPS-PERSON B-131588,46250.43,credit,imps,,1
CASHBACK-UPI-ZEPTO-0074530106@ybl-996067,19850.83,credit,upi,Zepto,1
NACH-Byju's-REF932878,1757.59,debit,neft,Byju's,0
NEFT-APOLLO-REF620146,9850.82,debit,neft,Apollo,0
NACH-ICICI Lombard-REF398095,2032.5,debit,nach,ICICI Lombard,0
NACH-Blinkit-REF920571,1079.42,debit,nach,Blinkit,0
NACH-BigBasket-REF515552,1415.3,debit,nach,BigBasket,0
NACH-Reliance-REF690980,886.34,debit,nach,Reliance,0
RTGS-Blinkit-REF685210,952.9,debit,rtgs,Blinkit,0
NACH-YouTube Premium-REF470750,859.96,debit,neft,YouTube Premium,0
IMPS-PERSON A-337740,38911.42,debit,imps,,0
UPI-JANE SMITH-2380555919@okhdfcbank,44094.53,debit,imps,,0
UPI-LIC-0680914949@ybl-983880,13729.86,debit,upi,LIC,0
NEFT-PayU-REF314448,9716.9,debit,neft,PayU,0
TRANSFER-IN-UPI-JOHN DOE-0420762754@okhdfcbank,94426.59,credit,upi,,1
RTGS-ICICI Lombard-REF841600,8767.22,debit,rtgs,ICICI Lombard,0
NEFT-EMPLOYER-REF614969,13107.65,debit,neft,,0
RTGS-Apollo-REF813790,1056.18,debit,rtgs,Apollo,0
NEFT-OYO-REF904937,8742.34,debit,neft,OYO,0
NEFT-UBEREATS-REF677931,781.76,debit,neft,UberEats,0
UPI-Coursera-REF561570,3047.95,debit,upi,Coursera,0
NACH-ICICI Lombard-REF780686,6455.74,debit,nach,ICICI Lombard,0
NACH-Netflix-REF253875,814.36,debit,nach,Netflix,0
UPI-1mg-REF772431,6886.57,debit,upi,1mg,0
NEFT-SHELL-REF931833,1396.02,debit,upi,Shell,0
UPI-Prime Video-REF732074,922.35,debit,imps,Prime Video,0
NACH-Swiggy-REF959416,1162.71,debit,nach,Swiggy,0
NEFT-Netflix-REF228903,932.48,debit,neft,Netflix,0
UPI-Swiggy-REF442211,409.35,debit,upi,Swiggy,0
UPI-Skyscanner-REF160853,2121.15,debit,upi,Skyscanner,0
RECEIVED-UPI-BLINKIT-2624835941@ybl-076970,32685.35,credit,upi,Blinkit,1
NEFT-Udemy-REF604692,1545.71,debit,neft,Udemy,0
INTEREST-IMPS-PERSON A-117037,45621.41,credit,neft,,1
CARD-Apollo-REF945917,2039.69,debit,card,Apollo,0
IMPS-Shell-REF619811,589.84,debit,imps,Shell,0
RTGS-Swiggy-REF724807,242.43,debit,rtgs,Swiggy,0
NEFT-PhonePe-REF582304,1049.32,debit,neft,PhonePe,0
UPI-LANDLORD-9091280499@ybl,6655.23,debit,upi,,0
CARD-Apollo-REF920481,7801.36,debit,card,Apollo,0
NEFT-PayU-REF468715,7787.57,debit,neft,PayU,0
REIMBURSEMENT-UPI-JOHN DOE-7986930521@ybl,91108.0,credit,upi,,1
IMPS-PERSON A-760834,525.99,debit,imps,Starbucks,0
NEFT-APOLLO-REF126308,13723.67,debit,neft,Apollo,0
RTGS-BANK-REF563223,24011.84,debit,upi,,0
UPI-CRED-REF625789,26743.45,debit,upi,CRED,0
UPI-JANE SMITH-0060436831@okhdfcbank,15521.75,debit,upi,,0
NEFT-EMPLOYER-REF675845,40323.64,debit,neft,,0
CARD-YouTube Premium-REF359120,508.37,debit,card,YouTube Premium,0
UPI-HDFC LIFE-2275745525@ybl-957742,7202.83,debit,upi,HDFC Life,0
NACH-BookMyShow-REF275854,279.91,debit,nach,BookMyShow,0
UPI-JOHN DOE-7105988615@ybl,21964.06,debit,upi,,0
NEFT-SHELL-REF571075,937.5,debit,card,Shell,0
NACH-INDIGO-618945,1384.07,debit,nach,Indigo,0
RECEIVED-UPI-BLINKIT-2624835941@ybl-076970,32685.35,credit,imps,Blinkit,1
PAYMENT-RECEIVED-UPI-LANDLORD-6617139656@okhdfcbank,83348.89,credit,upi,,1
INTEREST-IMPS-PERSON B-086829,2908.36,credit,imps,,1
UPI-LANDLORD-9796196972@okhdfcbank,45389.67,debit,upi,,0
RTGS-STARBUCKS-REF991955,758.64,debit,rtgs,Starbucks,0
NEFT-Unacademy-REF649972,2877.32,debit,neft,Unacademy,0
NEFT-SHELL-REF931833,1212.68,debit,neft,Shell,0
IMPS-Zepto-REF524895,560.08,debit,imps,Zepto,0
IMPS-PERSON B-050043,9348.57,debit,imps,Myntra,0
RECEIVED-UPI-LANDLORD-4428714227@okhdfcbank,102494.22,credit,upi,,1
RTGS-KFC-REF567075,1836.84,debit,rtgs,KFC,0
NEFT-Razorpay-REF439253,42947.09,debit,neft,Razorpay,0
UPI-JANE SMITH-8882189928@okhdfcbank,45576.96,debit,upi,,0
NACH-SWIGGY-265985,225.69,debit,nach,Swiggy,0
IMPS-Hotstar-REF690123,671.36,debit,imps,Hotstar,0
UPI-HDFC LIFE-4044402265@ybl-113936,5579.14,debit,upi,HDFC Life,0
NACH-BLINKIT-598624,1216.63,debit,nach,Blinkit,0
UPI-JOHN DOE-2426353953@ybl,29823.32,debit,neft,,0
CARD-KFC-REF893957,952.7,debit,card,KFC,0
UPI-COURSERA-0078573154@ybl-536309,45019.34,debit,upi,Coursera,0
IMPS-Swiggy-REF186386,1388.54,debit,imps,Swiggy,0
CARD-Hotstar-REF697732,578.12,debit,card,Hotstar,0
CARD-Paytm-REF627749,967.34,debit,card,Paytm,0
UPI-AMEX-2297916547@ybl-754116,17211.91,debit,upi,AmEx,0
RECEIVED-UPI-JOHN DOE-0220212633@okhdfcbank,71575.02,credit,upi,,1
UPI-PRIME VIDEO-3363573471@ybl-123143,36753.29,debit,upi,Prime Video,0
NEFT-Medibuddy-REF507698,3345.19,debit,neft,Medibuddy,0
UPI-JOHN DOE-5954218598@ybl,7973.99,debit,upi,,0
RTGS-Coursera-REF300454,4505.9,debit,rtgs,Coursera,0
NEFT-Starbucks-REF549742,854.44,debit,imps,Starbucks,0
RTGS-CRED-REF117455,38644.7,debit,upi,CRED,0
CARD-OYO-REF667860,4949.29,debit,card,OYO,0
IMPS-Byju's-REF652547,1725.51,debit,imps,Byju's,0
UPI-LANDLORD-1144647002@ybl,18332.71,debit,imps,,0
UPI-GROWW-1230474195@ybl-052146,6479.92,debit,upi,Groww,0
RTGS-LinkedIn Learning-REF751959,2794.66,debit,rtgs,LinkedIn Learning,0
NEFT-IRCTC-REF390733,10467.44,debit,neft,IRCTC,0
RTGS-MAKEMYTRIP-REF806894,39133.46,debit,rtgs,MakeMyTrip,0
CARD-Groww-REF116413,31048.91,debit,card,Groww,0
UPI-FLIPKART-8008443555@ybl-324449,7413.01,debit,upi,Flipkart,0
NEFT-1mg-REF819145,9671.87,debit,neft,1mg,0
NEFT-BigBasket-REF665850,2684.93,debit,neft,BigBasket,0
CARD-Google Pay-REF460110,1194.92,debit,card,Google Pay,0
RTGS-Kuvera-REF889322,13511.95,debit,rtgs,Kuvera,0
IMPS-OYO-REF663325,10938.32,debit,imps,OYO,0
IMPS-PERSON B-175127,9974.03,debit,imps,Coursera,0
NEFT-Apollo-REF949242,5147.32,debit,neft,Apollo,0
CARD-OYO-REF667860,4949.29,debit,card,OYO,0
RTGS-Indigo-REF985851,1186.88,debit,rtgs,Indigo,0
IMPS-Razorpay-REF912620,29300.25,debit,imps,Razorpay,0
UPI-Groww-REF122866,43259.91,debit,upi,Groww,0
RECEIVED-IMPS-PERSON B-757188,9591.56,credit,imps,,1
CARD-Flipkart-REF990705,552.31,debit,card,Flipkart,0
IMPS-LinkedIn Learning-REF145150,1422.31,debit,imps,LinkedIn Learning,0
IMPS-Myntra-REF558911,2079.29,debit,imps,Myntra,0
INTEREST-IMPS-PERSON B-805943,34481.88,credit,imps,Amazon,1
NACH-PROVIDER-395764,109.25,debit,nach,,0
UPI-JOHN DOE-0747551820@okhdfcbank,25811.96,debit,upi,,0
RTGS-BSNL-REF265062,4067.36,debit,rtgs,BSNL,0
NACH-MAKEMYTRIP-672539,39967.17,debit,imps,MakeMyTrip,0
RTGS-Fortis-REF937768,1783.17,debit,rtgs,Fortis,0
RTGS-IRCTC-REF715811,11179.11,debit,rtgs,IRCTC,0
NACH-Zerodha-REF851969,42675.39,debit,nach,Zerodha,0
NACH-SHELL-077017,1758.82,debit,nach,Shell,0
RECEIVED-CASHBACK-CARD-07345522,34918.66,credit,card,Amazon,1
CARD-HDFC Life-REF265099,2197.38,debit,card,HDFC Life,0
CASHBACK-CARD-21147726,11712.81,credit,card,,1
IMPS-PhonePe-REF902285,2674.57,debit,imps,PhonePe,0
PAYMENT-RECEIVED-RTGS-BANK-REF384460,19962.19,credit,neft,,1
CARD-OYO-REF150243,9724.96,debit,card,OYO,0
CARD-03786397,39394.99,debit,card,Myntra,0
CARD-46295612,38797.23,debit,card,Apollo,0
UPI-ICICI PRU-1707927808@ybl-761321,5759.15,debit,upi,ICICI Pru,0
UPI-ZERODHA-9338912243@ybl-361972,9450.54,debit,upi,Zerodha,0
IMPS-Moneycontrol-REF298468,19471.46,debit,imps,Moneycontrol,0
RTGS-Blinkit-REF430360,739.67,debit,rtgs,Blinkit,0
RTGS-LIC-REF884087,9602.96,debit,rtgs,LIC,0
RTGS-Netflix-REF374069,358.43,debit,neft,Netflix,0
UPI-Hotstar-REF293177,836.69,debit,imps,Hotstar,0
UPI-JOHN DOE-6605613279@okhdfcbank,6942.75,debit,upi,,0
UPI-JOHN DOE-5999185367@okhdfcbank,31940.31,debit,upi,,0
NEFT-Prime Video-REF610307,628.25,debit,upi,Prime Video,0
IMPS-LinkedIn Learning-REF145150,1422.31,debit,imps,LinkedIn Learning,0
INTEREST-RTGS-AMAZON-REF124999,24623.14,credit,rtgs,Amazon,1
IMPS-Ola-REF458346,3258.56,debit,imps,Ola,0
UPI-NETFLIX-8240039890@ybl-868572,614.6,debit,upi,Netflix,0
PAYMENT-RECEIVED-UPI-JOHN DOE-5750309883@okhdfcbank,88695.69,credit,upi,,1
TRANSFER-IN-UPI-BIGBASKET-5779445010@ybl-696239,24291.27,credit,upi,BigBasket,1
NEFT-Zepto-REF386357,741.46,debit,neft,Zepto,0
UPI-Medibuddy-REF451691,5067.57,debit,upi,Medibuddy,0
NACH-BigBasket-REF929702,1003.4,debit,nach,BigBasket,0
CARD-26837760,31035.12,debit,card,Netflix,0
NEFT-SKYSCANNER-REF174946,8003.47,debit,neft,Skyscanner,0
UPI-Fortis-REF227245,5696.41,debit,upi,Fortis,0
UPI-CRED-4403446249@ybl-194634,12941.42,debit,neft,CRED,0
IMPS-LIC-REF341104,9316.9,debit,imps,LIC,0
IMPS-Airtel-REF219234,4034.39,debit,imps,Airtel,0
UPI-IRCTC-REF475538,5945.32,debit,upi,IRCTC,0
