narration,amount,direction,channel,merchant,intent,category
NEFT-Prime Video-REF240491,312.59,debit,neft,Prime Video,subscription,entertainment
NEFT-ICICI Pru-REF289331,3521.57,debit,neft,ICICI Pru,insurance,insurance
RTGS-ZOMATO-REF849394,20578.3,debit,upi,Zomato,cash_withdrawal,food
CARD-Byju's-REF666305,1696.36,debit,card,Byju's,education,education
RTGS-Zepto-REF586098,3044.95,debit,rtgs,Zepto,grocery,groceries
NEFT-EMPLOYER-REF317344,7318.92,debit,neft,,self_transfer,transfers
IMPS-PERSON A-509557,279.67,debit,imps,,cash_withdrawal,transfers
UPI-ICICI Pru-REF551245,7954.01,debit,upi,ICICI Pru,insurance,insurance
CARD-21147726,13326.18,credit,card,,income,salary
UPI-LANDLORD-1083860621@ybl,45642.58,debit,upi,,loan_payment,loans
AMAZON-UPI-LANDLORD-5128053232@ybl,104103.33,credit,upi,,salary,salary
IMPS-PERSON B-392256,15886.38,debit,imps,,emi_payment,emi
RTGS-Blinkit-REF685210,793.47,debit,rtgs,Blinkit,grocery,groceries
UPI-UberEats-REF517154,1430.13,debit,upi,UberEats,food,food
RTGS-Cure.fit-REF185837,1444.72,debit,rtgs,Cure.fit,healthcare,personal_care
UPI-ZERODHA-1550134465@ybl-361972,9450.54,debit,imps,Zerodha,investment,investments
NACH-Upstox-REF385175,7487.64,debit,neft,Upstox,investment,investments
IIT-RTGS-KFC-REF036860,82282.69,credit,rtgs,KFC,salary,dining
NEFT-PayU-REF471381,34841.17,debit,neft,PayU,credit_card_payment,credit_card_payments
CARD-Blinkit-REF544926,1633.35,debit,card,Blinkit,grocery,groceries
UPI-Kuvera-REF695900,9559.91,debit,imps,Kuvera,investment,investments
CARD-58841936,4149.32,debit,card,Udemy,education,education
IMPS-PhonePe-REF132401,4555.75,debit,imps,PhonePe,shopping,shopping
CARD-00334338,48060.05,debit,card,Amazon,education,shopping
UPI-AMEX-4316527077@ybl-836894,16038.35,debit,upi,AmEx,credit_card_payment,credit_card_payments
UPI-Hotstar-REF293177,836.69,debit,upi,Hotstar,subscription,entertainment
UPI-Vodafone-REF717678,4664.24,debit,upi,Vodafone,utilities,utilities
RTGS-Airtel-REF779315,3185.59,debit,rtgs,Airtel,utilities,utilities
IMPS-TATA Power-REF465061,2363.32,debit,imps,TATA Power,utilities,utilities
ACCENTURE-UPI-JANE SMITH-9182871223@okhdfcbank,110855.21,credit,upi,,salary,salary
UPI-ICICI Lombard-REF943436,3734.92,debit,upi,ICICI Lombard,insurance,insurance
IMPS-Myntra-REF558911,2417.62,debit,neft,Myntra,shopping,shopping
NEFT-PayU-REF906876,26238.41,debit,neft,PayU,credit_card_payment,credit_card_payments
NEFT-Unacademy-REF999127,1318.56,debit,neft,Unacademy,education,education
UPI-LinkedIn Learning-REF725880,1719.6,debit,upi,LinkedIn Learning,education,education
NEFT-TATA Power-REF757915,2037.66,debit,neft,TATA Power,utilities,utilities
RTGS-Byju's-REF307032,3145.78,debit,rtgs,Byju's,education,education
UPI-Caltex-REF890879,1614.31,debit,upi,Caltex,fuel,fuel
RTGS-Paytm-REF438012,2503.45,debit,rtgs,Paytm,shopping,shopping
UPI-Starbucks-REF344337,383.81,debit,upi,Starbucks,food,dining
IMPS-Zepto-REF852916,1550.88,debit,imps,Zepto,grocery,groceries
UPI-IRCTC-REF321624,11143.99,debit,upi,IRCTC,travel,travel
CARD-IRCTC-REF369541,10760.71,debit,card,IRCTC,travel,travel
UPI-CRED-1747749566@ybl-861043,16721.78,debit,upi,CRED,credit_card_payment,credit_card_payments
RTGS-Caltex-REF437770,1158.09,debit,rtgs,Caltex,fuel,fuel
NEFT-ICICI Pru-REF921546,8095.09,debit,neft,ICICI Pru,insurance,insurance
RTGS-Airtel-REF638649,3400.02,debit,upi,Airtel,utilities,utilities
NEFT-Udemy-REF152814,887.13,debit,neft,Udemy,education,education
CARD-45824404,668.69,debit,card,Swiggy,food,food
RTGS-Airtel-REF779315,3185.59,debit,rtgs,Airtel,utilities,utilities
UPI-LANDLORD-7209074766@okhdfcbank,18009.59,debit,upi,,rent,rent
CARD-HDFC Life-REF893314,7765.88,debit,neft,HDFC Life,insurance,insurance
CARD-Blinkit-REF975592,2167.89,debit,card,Blinkit,grocery,groceries
NACH-ICICI Lombard-REF976631,8590.12,debit,nach,ICICI Lombard,insurance,insurance
IMPS-CRED-REF637989,35226.49,debit,imps,CRED,credit_card_payment,credit_card_payments
NACH-ZOMATO-563044,693.48,debit,nach,Zomato,fuel,food
CARD-Netflix-REF235519,336.01,debit,card,Netflix,subscription,entertainment
CARD-HDFC Life-REF998166,9100.41,debit,card,HDFC Life,insurance,insurance
RTGS-Medibuddy-REF993275,7973.97,debit,rtgs,Medibuddy,healthcare,healthcare
IMPS-HP-REF620545,1160.64,debit,imps,HP,fuel,fuel
NEFT-KFC-REF327321,1617.49,debit,neft,KFC,food,dining
COMPANY-UPI-LANDLORD-6617139656@okhdfcbank,92967.76,credit,upi,,salary,salary
IMPS-PERSON B-784043,35010.77,credit,imps,,income,salary
NEFT-MakeMyTrip-REF783200,3467.81,debit,neft,MakeMyTrip,travel,travel
IMPS-Zerodha-REF718353,24930.61,debit,imps,Zerodha,investment,investments
UPI-YouTube Premium-REF450422,504.52,debit,upi,YouTube Premium,subscription,entertainment
UPI-Reliance-REF965502,829.96,debit,card,Reliance,fuel,fuel
NACH-INDIGO-586461,1042.64,debit,nach,Indigo,fuel,fuel
NEFT-Byju's-REF653801,3178.34,debit,neft,Byju's,education,education
NEFT-EMPLOYER-REF826620,17547.54,credit,neft,,income,salary
IMPS-Blinkit-REF131191,1299.67,debit,imps,Blinkit,grocery,groceries
IMPS-Hotstar-REF304504,233.51,debit,imps,Hotstar,subscription,entertainment
RTGS-Caltex-REF636843,1831.09,debit,rtgs,Caltex,fuel,fuel
NACH-Zerodha-REF851969,42675.39,debit,nach,Zerodha,investment,investments
NACH-PROVIDER-884890,23084.84,credit,nach,,income,salary
RTGS-IOC-REF562791,1705.17,debit,imps,IOC,fuel,fuel
UPI-ICICI Pru-REF425147,2273.4,debit,upi,ICICI Pru,insurance,insurance
NEFT-Cure.fit-REF267270,2624.73,debit,neft,Cure.fit,healthcare,personal_care
UPI-JANE SMITH-1876231598@okhdfcbank,27611.55,debit,upi,,peer_transfer,transfers
NACH-PROVIDER-999604,28979.58,debit,nach,,cash_withdrawal,transfers
NEFT-PhonePe-REF155411,2298.85,debit,neft,PhonePe,shopping,shopping
CARD-HDFC Life-REF508929,4112.97,debit,card,HDFC Life,insurance,insurance
UPI-BIGBASKET-8349524961@ybl-566556,1854.23,credit,upi,BigBasket,refund,groceries
RTGS-Shell-REF591133,889.55,debit,rtgs,Shell,fuel,fuel
CARD-OYO-REF667860,5277.79,debit,imps,OYO,travel,travel
NEFT-Apollo-REF949242,5147.32,debit,neft,Apollo,healthcare,healthcare
CARD-PhonePe-REF732267,3071.29,debit,card,PhonePe,shopping,shopping
IIT-RTGS-KFC-REF036860,70386.49,credit,rtgs,KFC,salary,dining
UPI-Vodafone-REF788886,1239.24,debit,upi,Vodafone,utilities,utilities
IMPS-Medibuddy-REF708680,3689.51,debit,imps,Medibuddy,healthcare,healthcare
NACH-1mg-REF419783,7610.8,debit,nach,1mg,healthcare,healthcare
NACH-CRED-REF977830,21452.44,debit,card,CRED,credit_card_payment,credit_card_payments
NACH-AIRTEL-693779,427.9,debit,nach,Airtel,utilities,utilities
RTGS-CRED-REF117455,38644.7,debit,rtgs,CRED,credit_card_payment,credit_card_payments
CARD-49526834,45732.74,debit,card,,cash_withdrawal,personal_care
UPI-CRED-9488906079@ybl-563937,14512.58,debit,upi,CRED,credit_card_payment,credit_card_payments
CARD-Shell-REF237894,1594.9,debit,card,Shell,fuel,fuel
CARD-58773044,20387.24,credit,card,,income,salary
NEFT-Skyscanner-REF490219,5369.55,debit,card,Skyscanner,travel,travel
IMPS-PERSON B-395187,455.73,debit,imps,UberEats,food,food
NEFT-IRCTC-REF441033,7437.78,debit,card,IRCTC,travel,travel
RTGS-BANK-REF103491,31460.18,debit,rtgs,,emi_payment,emi
NEFT-PhonePe-REF155411,2298.85,debit,neft,PhonePe,shopping,shopping
UPI-JANE SMITH-7732027511@okhdfcbank,46309.49,debit,upi,,loan_payment,loans
CARD-Zerodha-REF415745,35118.01,debit,card,Zerodha,investment,investments
UPI-Fortis-REF236103,6591.79,debit,upi,Fortis,healthcare,healthcare
CARD-Fortis-REF244934,8993.41,debit,upi,Fortis,healthcare,healthcare
UPI-NETFLIX-0161712286@ybl-270818,827.47,debit,upi,Netflix,subscription,subscriptions
NACH-SPOTIFY-443733,36294.73,debit,nach,Spotify,entertainment,entertainment
CARD-BookMyShow-REF391255,709.07,debit,card,BookMyShow,entertainment,entertainment
NACH-Razorpay-REF550025,35856.4,debit,nach,Razorpay,credit_card_payment,credit_card_payments
INFOSYS-INFOSYS-UPI-JANE SMITH-1044476904@okhdfcbank,109230.97,credit,upi,,salary,salary
RTGS-CRED-REF386931,20732.35,debit,rtgs,CRED,credit_card_payment,credit_card_payments
CARD-BSNL-REF977169,1706.9,debit,card,BSNL,utilities,utilities
PAYROLL-UPI-JOHN DOE-7000352457@okhdfcbank,72621.31,credit,upi,,salary,salary
IMPS-Caltex-REF419729,1500.19,debit,imps,Caltex,fuel,fuel
NACH-LIC-REF461303,9217.23,debit,nach,LIC,insurance,insurance
UPI-MakeMyTrip-REF333021,10604.63,debit,upi,MakeMyTrip,travel,travel
NEFT-IOC-REF689314,830.52,debit,neft,IOC,fuel,fuel
NEFT-PayU-REF906876,28223.9,debit,neft,PayU,credit_card_payment,credit_card_payments
CARD-Swiggy-REF642422,600.93,debit,card,Swiggy,food,food
IMPS-HP-REF835665,1831.53,debit,imps,HP,fuel,fuel
RTGS-AIRTEL-REF138129,36654.34,debit,rtgs,Airtel,utilities,utilities
UPI-AMEX-0859208934@ybl-193408,18496.73,debit,upi,AmEx,credit_card_payment,credit_card_payments
CARD-Groww-REF512278,32904.94,debit,card,Groww,investment,investments
UPI-Airtel-REF128321,2638.9,debit,upi,Airtel,utilities,utilities
IMPS-PERSON A-760834,580.84,debit,imps,Starbucks,food,dining
UPI-Shell-REF488212,1908.11,debit,upi,Shell,fuel,fuel
NEFT-BigBasket-REF814394,2930.26,debit,neft,BigBasket,grocery,groceries
NEFT-BigBasket-REF200710,2336.82,debit,imps,BigBasket,grocery,groceries
NEFT-Myntra-REF760560,1602.83,debit,neft,Myntra,shopping,shopping
CARD-LinkedIn Learning-REF372772,1144.08,debit,card,LinkedIn Learning,education,education
NEFT-EMPLOYER-REF976637,43775.3,debit,card,,emi_payment,emi
NACH-PROVIDER-884890,22261.2,credit,nach,,income,salary
NEFT-HDFC Life-REF228774,5562.74,debit,neft,HDFC Life,insurance,insurance
NEFT-EMPLOYER-REF453636,37709.24,credit,neft,,cashback,personal_care
RTGS-PayU-REF183724,40056.03,debit,rtgs,PayU,credit_card_payment,credit_card_payments
NEFT-BigBasket-REF814394,2930.26,debit,neft,BigBasket,grocery,groceries
UPI-CRED-4356428134@ybl-255929,15931.96,debit,imps,CRED,credit_card_payment,credit_card_payments
UPI-GROWW-3320015381@ybl-583371,9473.37,debit,upi,Groww,investment,investments
NEFT-PayU-REF546127,5567.4,debit,upi,PayU,credit_card_payment,credit_card_payments
NACH-Jio-REF962645,1418.57,debit,nach,Jio,utilities,utilities
NACH-Paytm-REF746112,1744.95,debit,nach,Paytm,shopping,shopping
CARD-Groww-REF512278,32210.18,debit,card,Groww,investment,investments
CARD-44336742,19466.98,debit,neft,Fortis,healthcare,healthcare
PAYROLL-NACH-UDEMY-507967,97183.62,credit,imps,Udemy,salary,education
IMPS-PERSON B-050043,7858.74,debit,imps,Myntra,education,shopping
IMPS-Uber-REF976030,8719.96,debit,imps,Uber,travel,travel
UPI-GROWW-3222793706@ybl-601345,9835.17,debit,upi,Groww,investment,investments
IMPS-Bajaj Allianz-REF445038,8566.9,debit,card,Bajaj Allianz,insurance,insurance
RTGS-Google Pay-REF483808,4778.37,debit,rtgs,Google Pay,shopping,shopping
IMPS-PhonePe-REF367189,2158.08,debit,imps,PhonePe,shopping,shopping
RTGS-TATA Power-REF570089,1945.62,debit,rtgs,TATA Power,utilities,utilities
RTGS-Blinkit-REF430360,739.67,debit,rtgs,Blinkit,grocery,groceries
NACH-Google Pay-REF104965,3220.7,debit,nach,Google Pay,shopping,shopping
NEFT-PayU-REF581275,9358.18,debit,neft,PayU,credit_card_payment,credit_card_payments
CARD-BSNL-REF964975,696.28,debit,card,BSNL,utilities,utilities
RTGS-Netflix-REF704321,412.98,debit,neft,Netflix,subscription,entertainment
CARD-48398209,36232.32,debit,card,BESCOM,utilities,utilities
UPI-PayU-REF962850,45950.66,debit,upi,PayU,credit_card_payment,credit_card_payments
ACCENTURE-UPI-JANE SMITH-9182871223@okhdfcbank,110855.21,credit,upi,,salary,salary
RTGS-IOC-REF562791,1483.79,debit,upi,IOC,fuel,fuel
NEFT-IOC-REF735432,1227.37,debit,neft,IOC,fuel,fuel
UPI-FLIPKART-4145255693@ybl-255154,9861.86,credit,upi,Flipkart,refund,shopping
UPI-CRED-2461163645@ybl-264684,12496.82,debit,neft,CRED,credit_card_payment,credit_card_payments
CARD-57238010,1424.55,debit,card,Udemy,investment,education
NEFT-KFC-REF327321,1617.49,debit,neft,KFC,food,dining
UPI-JANE SMITH-5090762025@okhdfcbank,34750.78,debit,imps,,rent,rent
IMPS-PERSON B-665714,9335.07,credit,imps,,income,salary
NACH-ICICI Pru-REF827729,2691.09,debit,nach,ICICI Pru,insurance,insurance
UPI-JANE SMITH-9112868701@ybl,31336.2,debit,upi,,rent,rent
RTGS-UDEMY-REF431271,14728.27,debit,rtgs,Udemy,insurance,education
IMPS-CRED-REF605972,18774.87,debit,card,CRED,credit_card_payment,credit_card_payments
RTGS-ZEPTO-REF671580,1224.44,debit,rtgs,Zepto,grocery,groceries
IMPS-PERSON A-617072,22079.12,credit,imps,Amazon,cashback,shopping
UPI-ICICI PRU-7074228052@ybl-873563,8502.29,debit,upi,ICICI Pru,insurance,insurance
UPI-Coursera-REF720357,2447.06,debit,upi,Coursera,education,education
NEFT-Amazon-REF185115,3258.28,debit,neft,Amazon,shopping,shopping
NEFT-EMPLOYER-REF935208,24835.53,debit,neft,,emi_payment,emi
COMPANY-UPI-JOHN DOE-4982519826@okhdfcbank,84675.01,credit,upi,,salary,salary
UPI-ICICI PRU-1707927808@ybl-761321,5397.6,debit,upi,ICICI Pru,insurance,insurance
UPI-KUVERA-0973919424@ybl-337302,4805.77,debit,upi,Kuvera,investment,investments
IMPS-Starbucks-REF168908,1841.59,debit,imps,Starbucks,food,dining
CARD-PayU-REF120891,38280.14,debit,upi,PayU,credit_card_payment,credit_card_payments
IMPS-PhonePe-REF902285,2519.36,debit,imps,PhonePe,shopping,shopping
UPI-TATA Power-REF388568,3223.11,debit,upi,TATA Power,utilities,utilities
CARD-BESCOM-REF163958,2924.26,debit,upi,BESCOM,utilities,utilities
UPI-Jio-REF735713,3764.18,debit,upi,Jio,utilities,utilities
NACH-Starbucks-REF386621,637.24,debit,card,Starbucks,food,dining
RTGS-Byju's-REF307032,3145.78,debit,rtgs,Byju's,education,education
IMPS-PERSON B-324047,845.27,debit,imps,BigBasket,grocery,groceries
RTGS-Reliance-REF321129,1127.04,debit,rtgs,Reliance,fuel,fuel
NEFT-Udemy-REF199107,5295.31,debit,neft,Udemy,education,education
NACH-OYO-971179,37864.49,debit,nach,OYO,travel,travel
IMPS-Unacademy-REF380368,864.45,debit,imps,Unacademy,education,education
UPI-Coursera-REF720357,2166.92,debit,upi,Coursera,education,education
UPI-Practo-REF406414,5360.39,debit,upi,Practo,healthcare,healthcare
NACH-Unacademy-REF206818,2907.64,debit,nach,Unacademy,education,education
UPI-OYO-REF734786,5050.6,debit,upi,OYO,travel,travel
NEFT-PhonePe-REF861892,1842.47,debit,neft,PhonePe,shopping,shopping
UPI-CRED-2487517682@ybl-786772,10889.35,debit,upi,CRED,credit_card_payment,credit_card_payments
IMPS-CRED-REF637989,35226.49,debit,imps,CRED,credit_card_payment,credit_card_payments
RTGS-COURSERA-REF813000,42167.23,debit,rtgs,Coursera,cash_withdrawal,education
NEFT-MakeMyTrip-REF166790,13013.71,debit,imps,MakeMyTrip,travel,travel
NEFT-Reliance-REF722278,1414.88,debit,neft,Reliance,fuel,fuel
IMPS-Airtel-REF480788,1779.76,debit,imps,Airtel,utilities,utilities
IMPS-Airtel-REF219234,4586.95,debit,imps,Airtel,utilities,utilities
IMPS-PERSON B-308494,25839.68,debit,imps,Fortis,healthcare,healthcare
UPI-ZERODHA-5536217435@ybl-224929,4350.74,debit,upi,Zerodha,investment,investments
NEFT-PayU-REF468715,7787.57,debit,imps,PayU,credit_card_payment,credit_card_payments
NEFT-Byju's-REF296213,718.75,debit,neft,Byju's,education,education
IMPS-PERSON A-962316,7214.09,debit,imps,,emi_payment,emi
UPI-Skyscanner-REF160853,2121.15,debit,upi,Skyscanner,travel,travel
CARD-Apollo-REF920481,8650.29,debit,card,Apollo,healthcare,healthcare
CARD-Flipkart-REF673586,1786.18,debit,card,Flipkart,shopping,shopping
NEFT-IRCTC-REF390733,9589.72,debit,neft,IRCTC,travel,travel
RTGS-BigBasket-REF612183,1465.0,debit,rtgs,BigBasket,grocery,groceries
IMPS-1mg-REF693251,6409.85,debit,imps,1mg,healthcare,healthcare
NEFT-Groww-REF743418,22784.38,debit,neft,Groww,investment,investments
IMPS-Cure.fit-REF751885,954.34,debit,imps,Cure.fit,healthcare,personal_care
UPI-ICICI Pru-REF795179,5773.39,debit,upi,ICICI Pru,insurance,insurance
RTGS-SKYSCANNER-REF810811,6167.02,debit,rtgs,Skyscanner,travel,travel
NEFT-HDFC Life-REF600711,4519.09,debit,neft,HDFC Life,insurance,insurance
RTGS-Hotstar-REF620986,405.0,debit,rtgs,Hotstar,subscription,entertainment
UPI-PayU-REF538482,39064.56,debit,upi,PayU,credit_card_payment,credit_card_payments
RTGS-Paytm-REF438012,2433.75,debit,rtgs,Paytm,shopping,shopping
NACH-MakeMyTrip-REF286506,9297.48,debit,nach,MakeMyTrip,travel,travel
CARD-68953184,17946.69,debit,card,,education,personal_care
CARD-Apollo-REF361283,8364.63,debit,card,Apollo,healthcare,healthcare
CARD-CRED-REF658027,5443.38,debit,card,CRED,credit_card_payment,credit_card_payments
CARD-26837760,32013.36,debit,card,Netflix,entertainment,entertainment
UPI-JOHN DOE-8886667692@okhdfcbank,25912.95,debit,imps,,peer_transfer,transfers
RTGS-Cure.fit-REF247906,2283.02,debit,imps,Cure.fit,healthcare,personal_care
RTGS-Upstox-REF471837,27273.5,debit,rtgs,Upstox,investment,investments
NEFT-UDEMY-REF521719,4642.15,debit,neft,Udemy,education,education
CARD-04790673,399.78,debit,card,Blinkit,grocery,groceries
UPI-LIC-REF574042,5600.66,debit,upi,LIC,insurance,insurance
UPI-ZEPTO-4563720605@ybl-825190,1298.03,debit,upi,Zepto,grocery,groceries
CARD-BookMyShow-REF232389,662.8,debit,card,BookMyShow,entertainment,entertainment
CARD-04790673,434.63,debit,card,Blinkit,grocery,groceries
RTGS-PayU-REF183724,40056.03,debit,rtgs,PayU,credit_card_payment,credit_card_payments
CARD-81961007,761.51,debit,card,BigBasket,grocery,groceries
NEFT-ICICI Lombard-REF499922,4571.49,debit,neft,ICICI Lombard,insurance,insurance
NACH-SKYSCANNER-641128,8113.16,debit,nach,Skyscanner,travel,travel
NEFT-EMPLOYER-REF222576,34901.9,credit,neft,,income,salary
NEFT-EMPLOYER-REF749209,7852.89,debit,neft,,credit_card_payment,personal_care
NACH-AIRTEL-873496,32882.21,debit,neft,Airtel,utilities,utilities
NEFT-EMPLOYER-REF118736,30261.57,credit,neft,,income,salary
UPI-JOHN DOE-0727790806@ybl,36388.03,debit,upi,,loan_payment,loans
NACH-Google Pay-REF155116,4361.43,debit,nach,Google Pay,shopping,shopping
NEFT-IOC-REF335295,1975.26,debit,neft,IOC,fuel,fuel
UPI-BigBasket-REF820199,1941.08,debit,upi,BigBasket,grocery,groceries
UPI-JOHN DOE-2007565470@okhdfcbank,27025.22,debit,upi,,loan_payment,loans
IMPS-PERSON B-260042,43414.23,debit,imps,UberEats,peer_transfer,food
UPI-CRED-9980269039@ybl-728558,12962.79,debit,neft,CRED,credit_card_payment,credit_card_payments
UPI-LIC-8809668739@ybl-843251,6927.47,debit,card,LIC,insurance,insurance
IMPS-Google Pay-REF793588,1761.89,debit,imps,Google Pay,shopping,shopping
CARD-OYO-REF773364,6028.12,debit,card,OYO,travel,travel
SALARY-UPI-JOHN DOE-8008495500@okhdfcbank,118038.95,credit,upi,,salary,salary
UPI-LANDLORD-0434532157@okhdfcbank,48755.02,debit,upi,,loan_payment,loans
UPI-Myntra-REF416450,4781.43,debit,neft,Myntra,shopping,shopping
UPI-JIO-3009331980@ybl-817276,40138.43,debit,upi,Jio,utilities,utilities
RTGS-Flipkart-REF166501,2202.98,debit,rtgs,Flipkart,shopping,shopping
IMPS-PERSON A-349472,24182.48,debit,imps,,self_transfer,transfers
IMPS-1mg-REF465654,10216.01,debit,imps,1mg,healthcare,healthcare
IMPS-PERSON A-580953,32666.76,debit,imps,,emi_payment,emi
NACH-Swiggy-REF959416,1162.71,debit,nach,Swiggy,food,food
CARD-Fortis-REF244934,9440.09,debit,card,Fortis,healthcare,healthcare
UPI-AIRTEL-6104128850@ybl-714197,9910.77,debit,upi,Airtel,utilities,utilities
RTGS-Medibuddy-REF317169,7233.76,debit,card,Medibuddy,healthcare,healthcare
UPI-LANDLORD-2643232696@okhdfcbank,32402.37,debit,upi,,peer_transfer,transfers
UPI-Flipkart-REF178181,1781.86,debit,upi,Flipkart,shopping,shopping
UPI-Reliance-REF506196,1091.76,debit,upi,Reliance,fuel,fuel
UPI-NETFLIX-4746618860@ybl-954417,940.23,debit,upi,Netflix,subscription,subscriptions
CARD-Zerodha-REF330416,21205.35,debit,card,Zerodha,investment,investments
CARD-19887280,6499.5,debit,card,Amazon,education,shopping
GOOGLE-UPI-LANDLORD-9585113878@okhdfcbank,73762.19,credit,upi,,salary,salary
IMPS-PERSON B-665714,8150.63,credit,imps,,income,salary
NEFT-Medibuddy-REF507698,3345.19,debit,neft,Medibuddy,healthcare,healthcare
RTGS-Shell-REF160543,1528.27,debit,rtgs,Shell,fuel,fuel
UPI-LANDLORD-3435624833@okhdfcbank,6655.23,debit,card,,insurance,personal_care
CARD-Razorpay-REF822661,15093.53,debit,card,Razorpay,credit_card_payment,credit_card_payments
IMPS-Byju's-REF608576,1945.64,debit,imps,Byju's,education,education
NACH-PhonePe-REF204449,3944.74,debit,nach,PhonePe,shopping,shopping
CARD-MakeMyTrip-REF318880,5809.09,debit,card,MakeMyTrip,travel,travel
NACH-Udemy-REF616251,4263.23,debit,nach,Udemy,education,education
CARD-Paytm-REF627749,936.77,debit,card,Paytm,shopping,shopping
CARD-Google Pay-REF855861,4877.64,debit,card,Google Pay,shopping,shopping
CARD-BookMyShow-REF836537,385.47,debit,card,BookMyShow,entertainment,entertainment
NEFT-Ola-REF170245,12075.74,debit,neft,Ola,travel,travel
RTGS-ICICI Lombard-REF841600,8767.22,debit,imps,ICICI Lombard,insurance,insurance
IMPS-ICICI Pru-REF878773,8178.25,debit,upi,ICICI Pru,insurance,insurance
NEFT-EMPLOYER-REF120912,9195.8,debit,neft,,self_transfer,transfers
IMPS-Starbucks-REF959549,680.98,debit,imps,Starbucks,food,dining
NEFT-Cure.fit-REF120524,1639.54,debit,upi,Cure.fit,healthcare,personal_care
UPI-NETFLIX-0161712286@ybl-270818,827.47,debit,upi,Netflix,subscription,subscriptions
NEFT-Apollo-REF580099,1302.46,debit,neft,Apollo,healthcare,healthcare
NACH-INDIGO-618945,1384.07,debit,nach,Indigo,fuel,fuel
NACH-Apollo-REF466764,2662.14,debit,nach,Apollo,healthcare,healthcare
NACH-Zepto-REF814566,2371.49,debit,nach,Zepto,grocery,groceries
GOOGLE-UPI-LANDLORD-2988318769@okhdfcbank,96881.72,credit,upi,,salary,salary
UPI-YouTube Premium-REF450422,506.1,debit,upi,YouTube Premium,subscription,entertainment
NACH-OYO-971179,44297.4,debit,card,OYO,travel,travel
UPI-LANDLORD-5956048123@okhdfcbank,29935.86,debit,upi,,rent,rent
ACCENTURE-UPI-JOHN DOE-0420762754@okhdfcbank,94426.59,credit,upi,,salary,salary
UPI-ICICI PRU-1158233459@ybl-268687,14016.59,debit,upi,ICICI Pru,insurance,insurance
NACH-Upstox-REF574719,44539.8,debit,nach,Upstox,investment,investments
CARD-57917079,627.47,debit,card,Shell,fuel,fuel
INFOSYS-UPI-JOHN DOE-3542596187@okhdfcbank,91108.0,credit,upi,,salary,salary
RTGS-LIC-REF525900,8659.38,debit,rtgs,LIC,insurance,insurance
UPI-PayU-REF572762,16897.26,debit,upi,PayU,credit_card_payment,credit_card_payments
NEFT-Caltex-REF397108,1236.12,debit,neft,Caltex,fuel,fuel
NEFT-PRIME VIDEO-REF039907,29713.66,credit,neft,Prime Video,cashback,entertainment
NACH-Amazon-REF560746,1814.06,debit,nach,Amazon,shopping,shopping
UPI-AMAZON-9407591609@ybl-327415,5240.16,credit,upi,Amazon,refund,shopping
NEFT-ICICI Pru-REF338069,3907.03,debit,neft,ICICI Pru,insurance,insurance
NEFT-Moneycontrol-REF160500,35713.72,debit,neft,Moneycontrol,investment,investments
NACH-Netflix-REF253875,750.62,debit,neft,Netflix,subscription,entertainment
CARD-Bajaj Allianz-REF839551,2796.45,debit,card,Bajaj Allianz,insurance,insurance
CARD-IOC-REF343233,1948.01,debit,card,IOC,fuel,fuel
RTGS-KFC-REF805042,721.93,debit,neft,KFC,food,dining
RTGS-IRCTC-REF115911,2542.34,debit,rtgs,IRCTC,travel,travel
NEFT-1mg-REF287879,5126.56,debit,neft,1mg,healthcare,healthcare
IMPS-IOC-REF956337,1433.98,debit,neft,IOC,fuel,fuel
CARD-Zerodha-REF415745,35027.32,debit,card,Zerodha,investment,investments
NEFT-STARBUCKS-REF851509,460.55,debit,neft,Starbucks,food,dining
NEFT-LinkedIn Learning-REF385120,478.41,debit,neft,LinkedIn Learning,education,education
NACH-NETFLIX-099843,49413.35,credit,nach,Netflix,cashback,entertainment
NEFT-Caltex-REF397108,1236.12,debit,neft,Caltex,fuel,fuel
UPI-MYNTRA-2250745536@ybl-196460,8832.1,credit,upi,Myntra,refund,shopping
NACH-Razorpay-REF370865,10345.89,debit,nach,Razorpay,credit_card_payment,credit_card_payments
AMAZON-UPI-JOHN DOE-2632073568@okhdfcbank,96402.58,credit,upi,,salary,salary
IMPS-Google Pay-REF793588,1690.16,debit,imps,Google Pay,shopping,shopping
SALARY-UPI-LANDLORD-6736384200@okhdfcbank,116445.67,credit,upi,,salary,salary
RTGS-BESCOM-REF127462,17131.87,debit,rtgs,BESCOM,utilities,utilities
IMPS-Practo-REF268848,4566.88,debit,upi,Practo,healthcare,healthcare
NACH-PROVIDER-081789,49831.77,debit,nach,,emi_payment,emi
NACH-Starbucks-REF386621,641.74,debit,nach,Starbucks,food,dining
INFOSYS-UPI-JANE SMITH-1044476904@okhdfcbank,109230.97,credit,upi,,salary,salary
NEFT-LIC-REF203668,4504.23,debit,imps,LIC,insurance,insurance
UPI-ZEPTO-8371094089@ybl-833885,11944.84,credit,upi,Zepto,refund,groceries
NACH-Groww-REF417685,38392.17,debit,nach,Groww,investment,investments
CARD-21147726,12964.82,credit,card,,income,salary
UPI-Myntra-REF148204,3070.09,debit,upi,Myntra,shopping,shopping
UPI-MYNTRA-4020039657@ybl-598642,23636.27,credit,upi,Myntra,refund,shopping
NEFT-Medibuddy-REF523931,4517.56,debit,neft,Medibuddy,healthcare,healthcare
